kurum,kod,ad,ana_grup,kapsam,carpisan_konu_sayisi,toplam_konu,carpisma_orani,guvenlik,carpisan_konular
il_mudurlugu,773,Staj İşleri,773,ortak,14,426,3.29,dusuk,045::Konu Hakkında Değerlendirme Talebi|045.02::İhtilaflı Hususta Değerlendirme Talebi|602.04::Altı Aylık Değerlendirme Raporu|755::Geçici Kabul İşlemleri|801::Taşıt Kayıt ve Sigorta İşlemleri|807.01::Boya Badana İşleri Hk.|934.01::Muayene ve Kabul İşlemleri|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|355.02::Öğretmenlik Uygulaması Değerlendirme Raporu|355.02::Uygulama Kontenjanı Bildirimi|210.01::Nakil Kontenjanı Bildirimi|250::Öğrenci Sigorta İşlemleri|250::İşletme Değerlendirme Formu
il_mudurlugu,805.02.05,Arşivlerden Yararlanma,805,ortak,14,426,3.29,dusuk,622.01::Bilgi Edinme Talebinin Reddi Hk.|622.02::Talep Edilen Belgenin Gönderilmesi|622.02::Suret Onay Ücreti Hk.|622.02::Arşivden Belge Çıkarılması Talebi|801::Araç Muayene Randevusu|815::Sosyal İnceleme Raporu Talebi|903::Hizmet Belgesi Talebi|135.03::Kurs Bitirme Belgesi Talebi|198.02::Mezuniyet Belgesi Düzenlenmesi|198.02::Öğrenim Belgesi Talebi|215.01::Denklik Belgesi Talebi|225::Onur Belgesi Verilmesi|235::Öğrenim Belgesi Talebi|245.04::Gelir Belgesi Talebi
il_mudurlugu,807,Bakım ve Onarım İşleri,807,ortak,14,426,3.29,dusuk,050.04::Alınan Kararların Özeti|602::Yıllık Çalışma Programı|755::Keşif Artışı Onayı|756.02::Kira Sözleşmesinin Yenilenmesi|805.02::Yıllık Arşiv Faaliyet Bildirimi|602.07::Yatırım Programı Teklifi|602.07::Yatırım Programı Revizyon Talebi|802::Servis Sözleşmesi Hk.|135::Kurs Programı Onayı|135.03::Kurs Programı Değişikliği|140::Taşıma Aracı Sözleşmesi|160::Yıllık Rehberlik Raporu|205::Kayıt Belgelerinin Tamamlanması|250::İşletmede Beceri Eğitimi Sözleşmesi
il_mudurlugu,841,Bütçe Hazırlama ve Uygulama İşleri,841,ortak,14,426,3.29,dusuk,010::Uygulama Birliğinin Sağlanması|045::Uygulama Tereddüdü Hk.|602.07::Ödenek Aktarma Talebi|755.01::Uygulama Projesi Revizyonu|807.01::Boya Badana İşleri Hk.|934::Ödenek Durumu Sorgusu|355.02::Uygulama Öğrencisi Yerleştirme Talebi|355.02::Uygulama Okulunun Belirlenmesi|355.02::Uygulama Öğretmeni Görevlendirmesi|355.02::Uygulama Takviminin Bildirilmesi|355.02::Uygulama Kontenjanı Bildirimi|210::Nakil Takvimi Duyurusu|245::Yatılılık Başvuru Takvimi|250::Beceri Sınavı Takvimi
il_mudurlugu,051,Toplantı ve Etkinlik İşleri,051,ortak,15,426,3.52,dusuk,050::Kurul Toplantı Gündemi|050::Kurul Toplantı Daveti|050::Toplantı Tutanağının Gönderilmesi|050::Olağanüstü Toplantı Çağrısı|602::Plan Hazırlık Toplantısı|602.04::Stratejik Plan Çalıştayı Daveti|752.01::Uzlaşma Görüşmesi Daveti|755::İş Programının Gönderilmesi|756::Taşınmaz Tahsis Talebi|756.01::Okul Yeri Tahsis Talebi|756.01::Tahsis Kararının Gönderilmesi|801::Hizmet Aracı Tahsis Talebi|807.01::Boya Badana İşleri Hk.|160::Değerlendirme Kurulu Toplantısı|160.01.02::BEP Toplantısı Daveti
il_mudurlugu,602.04,Stratejik Plan,602,ortak,15,426,3.52,dusuk,010::Yönetmelik Taslağı Hakkında Görüş|010.06::Genelge Taslağı Hakkında Görüş|045::Konu Hakkında Değerlendirme Talebi|045.02::İhtilaflı Hususta Değerlendirme Talebi|050::Kurul Toplantı Daveti|051::Panel Konuşmacı Daveti|051::Koordinasyon Toplantısı Daveti|752.01::Uzlaşma Görüşmesi Daveti|773::Staj Değerlendirme Formunun Gönderilmesi|602.07::Yatırım İzleme Raporu|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|160.01.02::BEP Toplantısı Daveti|355.02::Öğretmenlik Uygulaması Değerlendirme Raporu|250::İşletme Değerlendirme Formu
il_mudurlugu,622.02,Belge Talepleri,622,ortak,15,426,3.52,dusuk,641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Savunmaya Esas Belge Talebi|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|805.02.05::Arşivden Suret Talebi|805.02.05::Belgenin Dijital Kopyasının Gönderilmesi|135::Kurs Ücreti Hk.|198::Defter ve Belge Teslimi|198::Belge Düzenleme İşlemleri|198.02::Belge Kayıt Numarası Sorgusu|198.02::Onaylı Örnek Düzenlenmesi|215::Belge Tercümesi Talebi|215.01::Apostil Şerhli Belge Talebi|215.01::Denklik Dosyası Eksik Evrak Bildirimi|245::Pansiyon Ücreti Bildirimi
il_mudurlugu,205,Kayıt-Kabul,205,kuruma_ozel,15,426,3.52,dusuk,755::Geçici Kabul İşlemleri|756::Kayıt Düzeltme Talebi|773::Staj Kabul Yazısı Talebi|801::Taşıt Kayıt ve Sigorta İşlemleri|807::Onarım İşinin Tamamlanması Hk.|841.01::Bütçe Takviminin Duyurulması|934.01::Muayene ve Kabul İşlemleri|135.03::Kursa Kayıt Başvurusu|198::e-Okul Kayıt Düzeltmesi|198.02::Belge Kayıt Numarası Sorgusu|198.02.01::Diploma Kayıt Numarası Sorgusu|355.02::Uygulama Takviminin Bildirilmesi|210.01::Nakil Belgelerinin Gönderilmesi|215.01::Geçici Kayıt Talebi|235::Yabancı Uyruklu Öğrenci Kayıt Talebi
il_mudurlugu,198.02.01,Diploma,198,kuruma_ozel,17,426,3.99,dusuk,756::Kayıt Düzeltme Talebi|756::Taşınmaz Kullanım İzni|801::Taşıt Kayıt ve Sigorta İşlemleri|815::Ayni Yardım Teslimi Hk.|934::Ödenek Durumu Sorgusu|135.03::Kursa Kayıt Başvurusu|205::Okul Kayıt Başvurusu|205::Kayıt Alanı Dışından Kayıt Talebi|205::Kayıt İşlemleri Hk.|205::Kayıt Takviminin Duyurulması|205::Yaş Nedeniyle Kayıt Erteleme|205::Kayıt Belgelerinin Tamamlanması|210::Kontenjan Durumu Sorgusu|215.01::Yurtdışı Öğrenim Denklik Başvurusu|215.01::Geçici Kayıt Talebi|235::Yabancı Uyruklu Öğrenci Kayıt Talebi|235::Kimlik Numarası Kaydı Hk.
il_mudurlugu,210.01,Nakiller,210,kuruma_ozel,17,426,3.99,dusuk,622::Şikâyet Başvurusunun Değerlendirilmesi|622.01::CİMER Başvurusunun Değerlendirilmesi|773::Staj Kontenjanı Bildirimi|815::Yardım Başvurusunun Değerlendirilmesi|140::Öğrenci Taşıma Güzergâhı Hk.|140::Taşınacak Öğrenci Listesi|160.01::Öğrenci Yerleştirme Kararı|198::Öğrenci Kütük Kayıtları Hk.|355.02::Uygulama Kontenjanı Bildirimi|205::Kayıt Belgelerinin Tamamlanması|215::Denklik Başvurusunun Değerlendirilmesi|225::Öğrenci Ödül İşlemleri|225.02::Öğrenci Disiplin Soruşturması|235::Yabancı Uyruklu Öğrenci Kayıt Talebi|235::Yabancı Uyruklu Öğrenci Nakil İşlemi|235::Öğrenci Bilgi Formunun Gönderilmesi|250::Öğrenci Sigorta İşlemleri
il_mudurlugu,756,Taşınmaz İşleri,756,ortak,18,426,4.23,dusuk,050.04::Karar Düzeltme Talebi|051::Etkinlik Salonu Tahsis Talebi|801::Hizmet Aracı Tahsis Talebi|801::Taşıt Kayıt ve Sigorta İşlemleri|807.01::Boya Badana İşleri Hk.|135.03::Kursa Kayıt Başvurusu|198::e-Okul Kayıt Düzeltmesi|198.02::Belge Kayıt Numarası Sorgusu|198.02.01::Diploma Kayıt Numarası Sorgusu|198.02.01::Yurtdışı Kullanım İçin Onay Talebi|205::Okul Kayıt Başvurusu|205::Kayıt Alanı Dışından Kayıt Talebi|205::Kayıt İşlemleri Hk.|205::Kayıt Takviminin Duyurulması|205::Yaş Nedeniyle Kayıt Erteleme|205::Kayıt Belgelerinin Tamamlanması|215.01::Geçici Kayıt Talebi|235::Yabancı Uyruklu Öğrenci Kayıt Talebi
il_mudurlugu,245.04,Bursluluk,245,kuruma_ozel,18,426,4.23,dusuk,752.01::Kamulaştırma İşlemine İtiraz|755.02::İhaleye İtiraz Başvurusu|805.02.05::Arşiv Belgesi Araştırma Talebi|815::Yardım Kesilmesi Hk.|841.01::Gelir Gider Tahmin Cetveli|858::İdari Para Cezasına İtiraz|903::Hizmet Belgesi Talebi|135.03::Kurs Bitirme Belgesi Talebi|165.01::Okul Aile Birliği Gelir Gider Bildirimi|198.02::Mezuniyet Belgesi Düzenlenmesi|198.02::Öğrenim Belgesi Talebi|210::Kontenjan Durumu Sorgusu|215.01::Denklik Belgesi Talebi|215.01::Denklik Kararına İtiraz|225::Onur Belgesi Verilmesi|225.02::Disiplin Cezasına İtiraz|235::Öğrenim Belgesi Talebi|250::Beceri Sınavı Takvimi
il_mudurlugu,641.04,İdari Davalar,641,ortak,19,426,4.46,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|858::İdari Para Cezasına İtiraz|858::İdari Yaptırım Karar Tutanağı|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|160.01.02::Kaynaştırma Uygulaması Bilgi Talebi|198::Defter ve Belge Teslimi|198::Belge Düzenleme İşlemleri|198.02::Belge Kayıt Numarası Sorgusu|215::Belge Tercümesi Talebi|215.01::Apostil Şerhli Belge Talebi|235::Öğrenci Bilgi Formunun Gönderilmesi
il_mudurlugu,215,Denklik İşleri,215,kuruma_ozel,20,426,4.69,dusuk,622::Şikâyet Başvurusunun Değerlendirilmesi|622.01::CİMER Başvurusunun Değerlendirilmesi|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Savunmaya Esas Belge Talebi|752::Bedel Tespit Komisyonu Kararı|755.02::İhale Komisyonu Kararı|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|805.02::Ayıklama ve İmha Komisyonu Kurulması|807.01::Boya Badana İşleri Hk.|815::Yardım Başvurusunun Değerlendirilmesi|198::Defter ve Belge Teslimi|198::Belge Düzenleme İşlemleri|198.02::Ayrılma Belgesinin Gönderilmesi|198.02::Belge Kayıt Numarası Sorgusu|210.01::Nakil Başvurusunun Değerlendirilmesi|245::Bursluluk Komisyonu Kararı
il_mudurlugu,160,"Özel Eğitim, Rehberlik ve Danışma Hizmetleri",160,kuruma_ozel,22,426,5.16,dusuk,045::Konu Hakkında Değerlendirme Talebi|045.02::İhtilaflı Hususta Değerlendirme Talebi|051::Koordinasyon Toplantısı Daveti|602::Yıllık Çalışma Programı|602::Plan Hazırlık Toplantısı|602.04::Altı Aylık Değerlendirme Raporu|773::Staj Değerlendirme Formunun Gönderilmesi|805::Standart Dosya Planı Uygulaması|805::Dosya Planı Güncellemesi|805.02::Yıllık Arşiv Faaliyet Bildirimi|807::Yıllık Bakım Onarım Programı|135::Kurs Öğretmeni Görevlendirmesi|135.03::Halk Eğitim Kursu Açılması Talebi|140::Taşımalı Eğitim Kapsamına Alınma Talebi|165.01::Okul Aile Birliği Genel Kurulu|165.01::Yönetim Kurulu Seçimi Hk.|165.01::Denetim Kurulu Raporu|355.02::Uygulama Öğretmeni Görevlendirmesi|355.02::Öğretmenlik Uygulaması Değerlendirme Raporu|225::Disiplin Kurulu Kararı|225.02::Disiplin Kurulu Kararının Tebliği|250::İşletme Değerlendirme Formu
il_mudurlugu,010,Mevzuat İşleri,010,ortak,23,426,5.4,dusuk,045::Uygulama Tereddüdü Hk.|045.02::Mevzuat Çelişkisi Hakkında Mütalaa|602.04::Stratejik Plan Taslağı Hakkında Görüş|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|805::Dosya Planı Güncellemesi|805::Elektronik Belge Yönetim Sistemi Hk.|755.01::Uygulama Projesi Revizyonu|807.01::Isıtma Sistemi Bakımı|807.01::Boya Badana İşleri Hk.|841::Bütçe Uygulama Talimatı|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|160.01.02::Kaynaştırma Uygulaması Bilgi Talebi|355::Protokol Taslağının Gönderilmesi|355.02::Uygulama Öğrencisi Yerleştirme Talebi|355.02::Uygulama Okulunun Belirlenmesi|355.02::Uygulama Öğretmeni Görevlendirmesi|355.02::Uygulama Takviminin Bildirilmesi|355.02::Uygulama Kontenjanı Bildirimi|235::Öğrenci Bilgi Formunun Gönderilmesi
il_mudurlugu,641,Dava İşleri,641,ortak,23,426,5.4,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|802::Servis Saatlerinin Düzenlenmesi|807.01::Boya Badana İşleri Hk.|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|160.01.02::Kaynaştırma Uygulaması Bilgi Talebi|160.01.02::Sınıf Mevcudunun Düzenlenmesi|198::Defter ve Belge Teslimi|198::Belge Düzenleme İşlemleri|198.02::Mezuniyet Belgesi Düzenlenmesi|198.02::Belge Kayıt Numarası Sorgusu|198.02::Onaylı Örnek Düzenlenmesi|215::Belge Tercümesi Talebi|215.01::Apostil Şerhli Belge Talebi|225.02::Disiplin Dosyasının Gönderilmesi|235::Öğrenci Bilgi Formunun Gönderilmesi
il_mudurlugu,802,Ulaşım ve Servis İşleri,802,ortak,23,426,5.4,dusuk,641::Vekâletname Düzenlenmesi|801::Hizmet Aracı Tahsis Talebi|801::Araç Görevlendirmesi|807::Bakım Sözleşmesi Yenilenmesi|807.01::Boya Badana İşleri Hk.|934.01::Alım Miktarının Artırılması|135::Kurs Öğretmeni Görevlendirmesi|135.03::Usta Öğretici Görevlendirmesi|135.03::Kurs Kontenjanının Artırılması|140::Öğrenci Taşıma Güzergâhı Hk.|140::Taşıma Aracı Sözleşmesi|140::Yemek Hizmeti Bildirimi|140::Güzergâh Değişikliği Talebi|160.01.02::Destek Eğitim Odası Görevlendirmesi|160.01.02::Sınıf Mevcudunun Düzenlenmesi|160.02::Rehberlik Hizmeti Talebi|160.02::Rehber Öğretmen Görevlendirmesi|198.02::Mezuniyet Belgesi Düzenlenmesi|198.02::Onaylı Örnek Düzenlenmesi|355.02::Uygulama Öğretmeni Görevlendirmesi|225.02::Soruşturmacı Görevlendirmesi|250::İşletmede Beceri Eğitimi Sözleşmesi|250::Koordinatör Öğretmen Görevlendirmesi
il_mudurlugu,903,Personel Özlük İşleri,903,ortak,24,426,5.63,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|805.02.05::Arşiv Belgesi Araştırma Talebi|801::Hizmet Aracı Tahsis Talebi|807.01::Boya Badana İşleri Hk.|934::Mal ve Hizmet Alımı Talebi|135.03::Kurs Bitirme Belgesi Talebi|160.01.02::Kaynaştırma Uygulaması Bilgi Talebi|198.02::Mezuniyet Belgesi Düzenlenmesi|198.02::Öğrenim Belgesi Talebi|215.01::Denklik Belgesi Talebi|215.01::Denklik Dosyası Eksik Evrak Bildirimi|225::Disiplin Kurulu Kararı|225::Onur Belgesi Verilmesi|225.02::Öğrenci Disiplin Soruşturması|225.02::Disiplin Cezasına İtiraz|225.02::Disiplin Kurulu Kararının Tebliği|225.02::Disiplin Dosyasının Gönderilmesi|235::Öğrenim Belgesi Talebi|235::Öğrenci Bilgi Formunun Gönderilmesi|245.04::Gelir Belgesi Talebi
il_mudurlugu,135,Eğitim Kurumlarında Açılan Kurslar,135,kuruma_ozel,24,426,5.63,dusuk,602::Yıllık Çalışma Programı|622.02::Suret Onay Ücreti Hk.|602.07::Yatırım Programı Teklifi|602.07::Yatırım Programı Revizyon Talebi|801::Araç Görevlendirmesi|802::Servis Aracı Görevlendirmesi|807::Yıllık Bakım Onarım Programı|140::Taşımalı Eğitim Kapsamına Alınma Talebi|160::Özel Eğitim Hizmetleri Hk.|160::Özel Eğitim Öğretmeni İhtiyacı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|160.01::Destek Eğitim Odası Talebi|160.01::Özel Eğitim Sınıfı Açılması Talebi|160.01::Evde Eğitim Başvurusu|160.01::Özel Eğitim Materyali Talebi|160.01.02::Destek Eğitim Odası Görevlendirmesi|160.01.02::Kaynaştırma Öğretmeni Talebi|160.02::Rehber Öğretmen Görevlendirmesi|165.01::Denetim Kurulu Raporu|355.02::Uygulama Öğretmeni Görevlendirmesi|225.02::Soruşturmacı Görevlendirmesi|245::Yatılılık Kontenjanları|245::Pansiyon Ücreti Bildirimi|250::Koordinatör Öğretmen Görevlendirmesi
il_mudurlugu,140,Taşımalı Eğitim,140,kuruma_ozel,27,426,6.34,dusuk,752.01::Taşınmazın Kamulaştırma Kapsamına Alınması Talebi|801::Hizmet Aracı Tahsis Talebi|802::Servis Güzergâhı Talebi|802::Servis Hizmeti Aksaklığı Bildirimi|802::Servis Aracı Görevlendirmesi|802::Servis Sözleşmesi Hk.|807::Bakım Sözleşmesi Yenilenmesi|135.03::Halk Eğitim Kursu Açılması Talebi|160::Özel Eğitim Hizmetleri Hk.|160::Özel Eğitim Öğretmeni İhtiyacı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|160.01::Destek Eğitim Odası Talebi|160.01::Özel Eğitim Sınıfı Açılması Talebi|160.01::Evde Eğitim Başvurusu|160.01::Özel Eğitim Materyali Talebi|160.01::Öğrenci Yerleştirme Kararı|160.01.02::Destek Eğitim Odası Görevlendirmesi|160.02::Rehberlik Hizmeti Talebi|198::Öğrenci Kütük Kayıtları Hk.|210.01::Öğrenci Nakil Talebi|225::Öğrenci Ödül İşlemleri|225.02::Öğrenci Disiplin Soruşturması|235::Yabancı Uyruklu Öğrenci Kayıt Talebi|235::Yabancı Uyruklu Öğrenci Nakil İşlemi|235::Öğrenci Bilgi Formunun Gönderilmesi
il_mudurlugu,160.01,Özel Eğitim Hizmetleri,160,kuruma_ozel,28,426,6.57,dusuk,045::Konu Hakkında Değerlendirme Talebi|045.02::İhtilaflı Hususta Değerlendirme Talebi|602.04::Altı Aylık Değerlendirme Raporu|755.02::Teklif Zarflarının Açılması|773::Staj Değerlendirme Formunun Gönderilmesi|135.03::Halk Eğitim Kursu Açılması Talebi|140::Taşımalı Eğitim Kapsamına Alınma Talebi|140::Öğrenci Taşıma Güzergâhı Hk.|140::Taşınacak Öğrenci Listesi|160.02::Psikolojik Destek Talebi|165.01::Okul Aile Birliği Genel Kurulu|165.01::Yönetim Kurulu Seçimi Hk.|165.01::Denetim Kurulu Raporu|198::Öğrenci Kütük Kayıtları Hk.|355::Akademik Destek Talebi|355.02::Uygulama Öğrencisi Yerleştirme Talebi|355.02::Öğretmenlik Uygulaması Değerlendirme Raporu|210.01::Öğrenci Nakil Talebi|225::Öğrenci Ödül İşlemleri|225::Disiplin Kurulu Kararı|225.02::Öğrenci Disiplin Soruşturması|225.02::Disiplin Kurulu Kararının Tebliği|235::Yabancı Uyruklu Öğrenci Kayıt Talebi|235::Yabancı Uyruklu Öğrenci Nakil İşlemi|235::Öğrenci Bilgi Formunun Gönderilmesi
il_mudurlugu,225,Ödül ve Disiplin İşleri,225,kuruma_ozel,29,426,6.81,dusuk,050::Kurul Toplantı Gündemi|050::Kurul Üyeliği Bildirimi|050::Kurul Toplantı Daveti|050::Kurul Üyesi Değişikliği|050.04::Kurul Kararının Gönderilmesi|805.02.05::Arşiv Belgesi Araştırma Talebi|807.01::Boya Badana İşleri Hk.|903::Hizmet Belgesi Talebi|903::Disiplin Dosyası Bilgisi|135.03::Kurs Bitirme Belgesi Talebi|140::Öğrenci Taşıma Güzergâhı Hk.|140::Taşınacak Öğrenci Listesi|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|160.01::Öğrenci Yerleştirme Kararı|165.01::Okul Aile Birliği Genel Kurulu|165.01::Yönetim Kurulu Seçimi Hk.|165.01::Denetim Kurulu Raporu|198::Öğrenci Kütük Kayıtları Hk.|198.02::Mezuniyet Belgesi Düzenlenmesi|198.02::Öğrenim Belgesi Talebi|210.01::Öğrenci Nakil Talebi|215.01::Denklik Belgesi Talebi|235::Yabancı Uyruklu Öğrenci Kayıt Talebi|235::Öğrenim Belgesi Talebi
il_mudurlugu,805,"Bilgi, Belge ve Arşiv Yönetimi",805,ortak,30,426,7.04,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622::Süresi İçinde Cevaplanmayan Başvuru Hk.|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Savunmaya Esas Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|755::Yapım İşi Devir Talebi|756.01::Taşınmaz Devir İşlemi Hk.|756.01::Bedelsiz Devir Talebi|807.01::Isıtma Sistemi Bakımı|858::İdari Yaptırım Karar Tutanağı|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|160::Rehberlik Çalışmaları Planı|160.01.02::Kaynaştırma Uygulaması Bilgi Talebi|165.01::Yönetim Kurulu Seçimi Hk.|198::Defter ve Belge Teslimi|198::Belge Düzenleme İşlemleri|198::Devir Teslim Listesi|198.02::Belge Kayıt Numarası Sorgusu|355.02::Öğretmenlik Uygulaması Protokolü
il_mudurlugu,801,Taşıt ve İş Makineleri İşleri,801,ortak,34,426,7.98,dusuk,051::Etkinlik Salonu Tahsis Talebi|756::Taşınmaz Tahsis Talebi|756::Kayıt Düzeltme Talebi|756.02::Taşınmaz Kiralama Talebi|773::Stajyer Sigorta Giriş İşlemleri|805.02.05::Arşivde İnceleme Randevusu|756.01::Okul Yeri Tahsis Talebi|756.01::Tahsis Kararının Gönderilmesi|802::Servis Aracı Görevlendirmesi|807.01::Boya Badana İşleri Hk.|903::Hizmet Belgesi Talebi|934::Mal ve Hizmet Alımı Talebi|934.01::Muayene ve Kabul İşlemleri|135::Kurs Öğretmeni Görevlendirmesi|135.03::Kursa Kayıt Başvurusu|135.03::Usta Öğretici Görevlendirmesi|140::Taşıma Aracı Sözleşmesi|160.01.02::Destek Eğitim Odası Görevlendirmesi|160.02::Rehber Öğretmen Görevlendirmesi|198::e-Okul Kayıt Düzeltmesi|198.02::Belge Kayıt Numarası Sorgusu|198.02.01::Diploma Kayıt Numarası Sorgusu|355.02::Uygulama Öğretmeni Görevlendirmesi|205::Okul Kayıt Başvurusu|205::Kayıt Alanı Dışından Kayıt Talebi
il_mudurlugu,225.02,Disiplin İşleri,225,kuruma_ozel,34,426,7.98,dusuk,050.04::Kararın İlgililere Tebliği|641::Dava Dosyasının Gönderilmesi|752.01::Kamulaştırma İşlemine İtiraz|755.02::İhaleye İtiraz Başvurusu|801::Araç Görevlendirmesi|802::Servis Aracı Görevlendirmesi|807.01::Boya Badana İşleri Hk.|855::Ödeme Emri Tebliği|858::İdari Para Cezasına İtiraz|858::Cezanın Kaldırılması Talebi|858::Tutanağın Tebliği Hk.|903::Disiplin Dosyası Bilgisi|135::Kurs Öğretmeni Görevlendirmesi|135.03::Usta Öğretici Görevlendirmesi|140::Öğrenci Taşıma Güzergâhı Hk.|140::Taşınacak Öğrenci Listesi|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|160.01::Öğrenci Yerleştirme Kararı|160.01.02::Destek Eğitim Odası Görevlendirmesi|160.02::Rehber Öğretmen Görevlendirmesi|165.01::Okul Aile Birliği Genel Kurulu|165.01::Yönetim Kurulu Seçimi Hk.|165.01::Denetim Kurulu Raporu|198::Öğrenci Kütük Kayıtları Hk.
il_mudurlugu,198.02,Mezuniyet/Ayrılma Belgeleri,198,kuruma_ozel,36,426,8.45,dusuk,622.02::Onaylı Örnek Talebi|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|641::Savunmaya Esas Bilgi ve Belge Talebi|641::Vekâletname Düzenlenmesi|641.04::Savunmaya Esas Belge Talebi|756::Kayıt Düzeltme Talebi|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|805.02.05::Arşiv Belgesi Araştırma Talebi|801::Taşıt Kayıt ve Sigorta İşlemleri|802::Servis Saatlerinin Düzenlenmesi|903::Hizmet Belgesi Talebi|934::Ödenek Durumu Sorgusu|135.03::Kursa Kayıt Başvurusu|135.03::Kurs Bitirme Belgesi Talebi|160.01.02::Sınıf Mevcudunun Düzenlenmesi|205::Okul Kayıt Başvurusu|205::Kayıt Alanı Dışından Kayıt Talebi|205::Kayıt İşlemleri Hk.|205::Kayıt Takviminin Duyurulması|205::Yaş Nedeniyle Kayıt Erteleme|205::Kayıt Belgelerinin Tamamlanması|210::Kontenjan Durumu Sorgusu
il_mudurlugu,355.02,Eğitim Fakülteleri İle İlişkiler,355,kuruma_ozel,36,426,8.45,dusuk,010::Uygulama Birliğinin Sağlanması|045::Uygulama Tereddüdü Hk.|045::Konu Hakkında Değerlendirme Talebi|045.02::İhtilaflı Hususta Değerlendirme Talebi|602.04::Altı Aylık Değerlendirme Raporu|773::Staj Değerlendirme Formunun Gönderilmesi|773::Staj Kontenjanı Bildirimi|805::Standart Dosya Planı Uygulaması|755.01::Uygulama Projesi Revizyonu|801::Araç Görevlendirmesi|802::Servis Aracı Görevlendirmesi|841::Bütçe Uygulama Talimatı|841.01::Bütçe Takviminin Duyurulması|135::Kurs Öğretmeni Görevlendirmesi|135.03::Halk Eğitim Kursu Açılması Talebi|135.03::Usta Öğretici Görevlendirmesi|140::Taşımalı Eğitim Kapsamına Alınma Talebi|160::Özel Eğitim Hizmetleri Hk.|160::Özel Eğitim Öğretmeni İhtiyacı|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|160.01::Destek Eğitim Odası Talebi|160.01::Özel Eğitim Sınıfı Açılması Talebi|160.01::Evde Eğitim Başvurusu|160.01::Özel Eğitim Materyali Talebi
